Title,Year,Genre-Horror,Genre-Thriller,Genre-Sci-Fi,Genre-Mystery,Genre-Romance,Genre-Fantasy,Genre-Comdey,Genre-Drama,Genre-Crime,Genre-War,Genre-Western,Genre-Musical,Genre-Family,Genre-Adventure,Genre-Sport,Genre-History,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Directors1,Cast1,Plot1
Indigenous ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,5-Jan-16,USA,R,5.3,86 min,"Directed by Alastair Orr. With Zachary Soetenga, Lindsey McKeon, Sofia Pernas, Pierson Fode. American Tourists travel to Panama and have a very terrifying experience.",Zachary Soetenga|Lindsey McKeon|Sofia Pernas|Pierson Fode|Jamie Anderson|Mark Steger|Juanxo Villaverde|Laura Penuela|Jaime Newball|Ana Alejandra Carrizo|Michael Mealor|Yana Galuz,English|Spanish,Directed by Alastair Orr," With Zachary Soetenga, Lindsey McKeon, Sofia Pernas, Pierson Fode", American Tourists travel to Panama and have a very terrifying experience
The Faith of Anna Waters ,2016, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,6-May-16,USA,TV-MA,3.8,95 min,"Directed by Kelvin Tong. With Daeng Amer Omar, Darius Tan, Colin Borgonon, Elizabeth Rice. When young and successful reporter Jamie finds out that her sister has died in mysterious circumstances, she travels to Singapore to uncover the truth. There, she discovers multiple deaths linked to her sister's and must join forces with her sister's husband in order to defeat a demonic entity that is using new technology to complete an ancient mission.",Daeng Amer Omar|Darius Tan|Colin Borgonon|Elizabeth Rice|Dylan Jenkins|Sharon Frese|Jaymee Ong|Rayann Condy|Prem John|Daniel Jenkins|Augusta|Adina Herz|Matthew Settle|Adrian Pang|Gus Donald,English,Directed by Kelvin Tong," With Daeng Amer Omar, Darius Tan, Colin Borgonon, Elizabeth Rice"," When young and successful reporter Jamie finds out that her sister has died in mysterious circumstances, she travels to Singapore to uncover the truth"
The Day ,2011, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,20-Sep-12,Russia,R,5.2,87 min,"Directed by Douglas Aarniokoski. With Shawn Ashmore, Brianna Barnes, Ashley Bell, Brayden Edwards. A group of five people working to stay alive in a post-apocalyptic future discover what they think is a safe, abandoned farmhouse, but they soon find themselves fighting to stay alive as a gang of bloodthirsty predators attack.",Shawn Ashmore|Brianna Barnes|Ashley Bell|Brayden Edwards|Michael Eklund|Steffi Hagel|Cory Hardrict|Dominic Monaghan|Shimon Moore|Shannyn Sossamon|Kassidy Verreault|Robert Baldwin|Frank Beaudoin|Patrick Beriault|Patrick Blais,English,Directed by Douglas Aarniokoski," With Shawn Ashmore, Brianna Barnes, Ashley Bell, Brayden Edwards"," A group of five people working to stay alive in a post-apocalyptic future discover what they think is a safe, abandoned farmhouse, but they soon find themselves fighting to stay alive as a gang of bloodthirsty predators attack"
Outpost: Black Sun ,2012, Horror,NO GENRE, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,2012,UK,NOT RATED,5,101 min,"Directed by Steve Barker. With Catherine Steadman, Richard Coyle, Ali Craig, Nick Nevern. The year is 1945, the closing stages of WW2, and a German scientist by the name of Klausener is working on a frightening new technology that has the power to create an immortal Nazi army. Flash forward to present day, and a NATO task force is hurriedly deployed to Eastern Europe, where a sinister enemy appears to be mercilessly killing everything in its path. But this is no ordinary foe. Only ...",Catherine Steadman|Richard Coyle|Ali Craig|Nick Nevern|Daniel Caltagirone|Gary McDonald|Johnny Meres|Julian Wadham|Michael Byrne|Domenic Pontone|Clive Russell|John P. Arnold|Philip Barratt|Martin Bell|Paul Birchard,English,Directed by Steve Barker," With Catherine Steadman, Richard Coyle, Ali Craig, Nick Nevern"," The year is 1945, the closing stages of WW2, and a German scientist by the name of Klausener is working on a frightening new technology that has the power to create an immortal Nazi army"
Willow Creek ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,2-May-14,UK,UNRATED,5.1,80 min,"Directed by Bobcat Goldthwait. With Alexie Gilmore, Bryce Johnson, Laura Montagna, Bucky Sinister. From celebrated Director Bobcat Goldthwait comes this edge of your seat horror that will make you think twice before going into the woods.",Alexie Gilmore|Bryce Johnson|Laura Montagna|Bucky Sinister|Peter Jason|Timmy Red|Steven Streufert|Shaun L. White Guy Sr.|Nita Rowley|Tom Yamarone,English,Directed by Bobcat Goldthwait," With Alexie Gilmore, Bryce Johnson, Laura Montagna, Bucky Sinister", From celebrated Director Bobcat Goldthwait comes this edge of your seat horror that will make you think twice before going into the woods
Havenhurst ,2016, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,10-Feb-17,USA,NOT RATED,4.9,80 min,"Directed by Andrew C. Erin. With Julie Benz, Belle Shouse, Josh Stamberg, Danielle Harris. A troubled young woman takes up residence in a gothic apartment building where she must confront a terrifying evil.",Julie Benz|Belle Shouse|Josh Stamberg|Danielle Harris|Douglas Tait|Matt Lasky|Dendrie Taylor|Toby Huss|Jennifer Blanc-Biehn|Fionnula Flanagan|Currie Graham|Carrie Armstrong|Gwen Holloway,English,Directed by Andrew C, Erin," With Julie Benz, Belle Shouse, Josh Stamberg, Danielle Harris"
Pod ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,28-Aug-15,USA,R,4.3,76 min,"Directed by Mickey Keating. With Lauren Ashley Carter, Dean Cates, Brian Morvant, Larry Fessenden. A family intervention goes horrifically awry within the snowy confines of an isolated lake house.",Lauren Ashley Carter|Dean Cates|Brian Morvant|Larry Fessenden|John Weselcouch|Forrest McClain,English,Directed by Mickey Keating," With Lauren Ashley Carter, Dean Cates, Brian Morvant, Larry Fessenden", A family intervention goes horrifically awry within the snowy confines of an isolated lake house
Unnatural ,2016, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,16-Oct-16,USA,R,4,89 min,"Directed by Hank Braxtan. With James Remar, Sherilyn Fenn, Ron Carlson, Graham Greene. Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results.",James Remar|Sherilyn Fenn|Ron Carlson|Graham Greene|Allegra Carpenter|Ray Wise|Ivana Korab|Q'orianka Kilcher|Stephanie Hodes|Gregory Cruz|Mark Hodos|Luke Martino|Ron Martino,English,Directed by Hank Braxtan," With James Remar, Sherilyn Fenn, Ron Carlson, Graham Greene", Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results
Apartment 1303 3D ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,25-Jul-13,USA,R,2.6,85 min,"Directed by Michael Taverna. With Mischa Barton, Julianne Michelle, Rebecca De Mornay, Corey Sevier. A modern ghost story which turns a love/hate relationship between mother and daughter into a tale of horror. Some rentals are too good to be true.",Mischa Barton|Julianne Michelle|Rebecca De Mornay|Corey Sevier|Madison McAleer|Gordon Masten|Grace Savage|John Diehl|Kathleen Mackey|Katherine Cleland|Jessica Malka|Antoine Yared,English,Directed by Michael Taverna," With Mischa Barton, Julianne Michelle, Rebecca De Mornay, Corey Sevier", A modern ghost story which turns a love/hate relationship between mother and daughter into a tale of horror
What We Become ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,13-May-16,USA,NOT RATED,5.6,85 min,"Directed by Bo Mikkelsen. With Benjamin Engell, Troels Lyby, Mille Dinesen, Ella Solgaard. A family of four is quarantined in their home as a virulent strand of the flu spreads into town and they are forced to the extreme to escape alive.",Benjamin Engell|Troels Lyby|Mille Dinesen|Ella Solgaard|Marie Hammer Boda|Mikael Birkkjær|Therese Damsgaard|Diana Axelsen|Rita Angela|Simon Papousek|Kristian Halken|Laura Bro|Reimer Bo Christensen|Trine Sick|Robert Strandgaard Mikkelsen,Danish,Directed by Bo Mikkelsen," With Benjamin Engell, Troels Lyby, Mille Dinesen, Ella Solgaard", A family of four is quarantined in their home as a virulent strand of the flu spreads into town and they are forced to the extreme to escape alive
Infini ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,20-May-15,Philippines,R,5.4,110 min,"Directed by Shane Abbess. With Daniel MacPherson, Grace Huang, Luke Hemsworth, Luke Ford. An elite 'search and rescue' team transport onto an off-world mining-facility to rescue Whit Carmichael, the lone survivor of a biological outbreak.",Daniel MacPherson|Grace Huang|Luke Hemsworth|Luke Ford|Bren Foster|Dwaine Stevenson|Harry Pavlidis|Louisa Mignone|Kevin Copeland|Richard Huggett|Tess Haubrich|Matt Minto|Andy Rodoreda|Paul Winchester|Brendan Clearkin,English,Directed by Shane Abbess," With Daniel MacPherson, Grace Huang, Luke Hemsworth, Luke Ford"," An elite 'search and rescue' team transport onto an off-world mining-facility to rescue Whit Carmichael, the lone survivor of a biological outbreak"
The Walking Deceased ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,20-Mar-15,USA,R,3.4,88 min,"Directed by Scott Dow. With Tim Ogletree, Joey Oglesby, Troy Ogletree, Dave Sheridan. When a police officer wakes up in a hospital to find out he is in the middle of a zombie apocalypse, he will do anything to find his family, even sacrifice Twitter.",Tim Ogletree|Joey Oglesby|Troy Ogletree|Dave Sheridan|Sophia Ali|Danielle Garcia|Mason Dakota Galyon|Andrew Pozza|Jacqui Holland|Richard Lukens|Martha Prentiss|Trenton Rostedt|Michael Jastroch|Wray Crawford|Cassandra Lazenby,English,Directed by Scott Dow," With Tim Ogletree, Joey Oglesby, Troy Ogletree, Dave Sheridan"," When a police officer wakes up in a hospital to find out he is in the middle of a zombie apocalypse, he will do anything to find his family, even sacrifice Twitter"
Out of the Dark ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,10-Apr-15,Mexico,R,4.7,92 min,"Directed by Lluís Quílez. With Julia Stiles, Scott Speedman, Stephen Rea, Pixie Davies. A couple and their daughter move to Colombia to take over a family manufacturing plant, only to realize their new home is haunted.",Julia Stiles|Scott Speedman|Stephen Rea|Pixie Davies|Vanesa Tamayo|Alejandro Furth|Alvaro García Trujillo|Elkin Díaz|María Fernanda Yépes|Frank Cuervo|Julián Bustamante|Edgar Duran|Beatriz Elena Ángel|Jhoceb Andrés Primo|Vanessa Alexandra Matoma,English,Directed by Lluís Quílez," With Julia Stiles, Scott Speedman, Stephen Rea, Pixie Davies"," A couple and their daughter move to Colombia to take over a family manufacturing plant, only to realize their new home is haunted"
Welcome to Willits ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,22-Sep-17,USA,NOT RATED,3.9,82 min,"Directed by Trevor Ryan. With Bill Sage, Chris Zylka, Anastasia Baranova, Sabina Gadecki. Deep in the Northern California woods, in the heart of the notorious Emerald Triangle, lies a remote cabin. The residents struggle to fight off the repeated attacks and abductions by mysterious creatures that have plagued them for years. When a local pot farmer is caught up with a wayward group of campers the situation quickly escalates into total carnage.",Bill Sage|Chris Zylka|Anastasia Baranova|Sabina Gadecki|Garrett Clayton|Thomas Dekker|Karrueche Tran|Keelin Woodell|Rory Culkin|Dolph Lundgren|Serge Levin|Shad Gaspard|Tim Ryan|Joe LoCicero|John D. Hickman,English,Directed by Trevor Ryan," With Bill Sage, Chris Zylka, Anastasia Baranova, Sabina Gadecki"," Deep in the Northern California woods, in the heart of the notorious Emerald Triangle, lies a remote cabin"
The Pack ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,5-Feb-16,USA,NOT RATED,5,90 min,"Directed by Nick Robertson. With Jack Campbell, Anna Lise Phillips, Katie Moore, Hamish Phillips. A farmer and his family must fight for survival after a ferocious pack of wild dogs infiltrates their isolated farmhouse. Through a series of frightening and bloody encounters they are forced into survival mode to make it through the night.",Jack Campbell|Anna Lise Phillips|Katie Moore|Hamish Phillips|Charles Mayer|Kieran Thomas McNamara|Renne Araujo|Dianna Buckland,English,Directed by Nick Robertson," With Jack Campbell, Anna Lise Phillips, Katie Moore, Hamish Phillips", A farmer and his family must fight for survival after a ferocious pack of wild dogs infiltrates their isolated farmhouse
Paranormal Whacktivity ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,15-Oct-13,USA,R,2.4,89 min,"Directed by Roger Roth. With William Patrick Riley, Sasha Formoso, Damatri Crayton, Mighty Mike Murga. A sexy and hilarious spoof about a couple who have just moved into a new home to consummate their relationship, but find peril around every corner due to an evil presence that haunts them whenever they attempt to be intimate.",William Patrick Riley|Sasha Formoso|Damatri Crayton|Mighty Mike Murga|Brianna Nicole|Melinda Cohen|Chris Pentzell|Roger Roth|Jeremy Walker|Trina Mccoy|Beno Blanko|Mike Nyman|Joseph Bakshandeh|Alan Ehrlich|Riyo Sovi,English,Directed by Roger Roth," With William Patrick Riley, Sasha Formoso, Damatri Crayton, Mighty Mike Murga"," A sexy and hilarious spoof about a couple who have just moved into a new home to consummate their relationship, but find peril around every corner due to an evil presence that haunts them whenever they attempt to be intimate"
The Editor ,2014, Horror,NO GENRE,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,18-Oct-14,USA,NOT RATED,6.1,95 min,"Directed by Adam Brooks, Matthew Kennedy. With Paz de la Huerta, Adam Brooks, Matthew Kennedy, Conor Sweeney. A film editor gets embroiled in a string of murders.",Paz de la Huerta|Adam Brooks|Matthew Kennedy|Conor Sweeney|Udo Kier|Laurence R. Harvey|Jerry Wasserman|Samantha Hill|Kevin Anderson|Brett Donahue|Tristan Risk|Dan Bern|Sheila Campbell|Brent Neale|Jasmine Mae,English,"Directed by Adam Brooks, Matthew Kennedy"," With Paz de la Huerta, Adam Brooks, Matthew Kennedy, Conor Sweeney", A film editor gets embroiled in a string of murders
Always Watching: A Marble Hornets Story ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,7-Apr-15,USA,R,4.8,92 min,"Directed by James Moran. With Alexandra Breckenridge, Chris Marquette, Jake McDorman, Doug Jones. A small town news team discovers a box of video tapes where a faceless figure dressed in a dark suit, haunts and torments a family... slowly driving them insane. Soon after, they realize that the ""Operator"" has begun to stalk them as well.",Alexandra Breckenridge|Chris Marquette|Jake McDorman|Doug Jones|Michael Bunin|Alexandra Holden|Morgan Bastin|Elizabeth Payne|Damon Gupton|Tim Seitter|Mark Christopher Lawrence|Rick Otto|David Pevsner|Kathryn Gordon|Cynthia Murell,English,Directed by James Moran," With Alexandra Breckenridge, Chris Marquette, Jake McDorman, Doug Jones"," A small town news team discovers a box of video tapes where a faceless figure dressed in a dark suit, haunts and torments a family"
Grabbers ,2012, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,10-Aug-12,Ireland,NOT RATED,6.3,94 min,"Directed by Jon Wright. With Richard Coyle, Ruth Bradley, Russell Tovey, Lalor Roddy. When an island off the coast of Ireland is invaded by bloodsucking aliens, the heroes discover that getting drunk is the only way to survive.",Richard Coyle|Ruth Bradley|Russell Tovey|Lalor Roddy|David Pearse|Bronagh Gallagher|Pascal Scott|Clelia Murphy|Louis Dempsey|Micheál Ó Gruagáin|Ned Dennehy|Stuart Graham|Killian Coyle|Michael Hough|Jonathan Ryan,English,Directed by Jon Wright," With Richard Coyle, Ruth Bradley, Russell Tovey, Lalor Roddy"," When an island off the coast of Ireland is invaded by bloodsucking aliens, the heroes discover that getting drunk is the only way to survive"
The Last Days ,2013, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,27-Mar-13,Spain,UNRATED,6.2,100 min,"Directed by David Pastor, Àlex Pastor. With Quim Gutiérrez, Jose Coronado, Marta Etura, Leticia Dolera. 2013. A mysterious epidemic spreads across the planet; humanity develops an irrational fear of open spaces which causes death within seconds. Soon, the entire global populace is trapped inside buildings. As Barcelona descends into chaos, Marc sets off on a quest to find Julia, his missing girlfriend - without ever venturing outside.",Quim Gutiérrez|Jose Coronado|Marta Etura|Leticia Dolera|Mikel Iglesias|Ivan Massagué|Pere Ventura|Lluís Soler|Abdelatif Hwidar|Farah Hamed|Lily Morett|Isak Férriz|Pere Brasó|Momo Ballesteros|Albert Prat,Spanish|Catalan,"Directed by David Pastor, Àlex Pastor"," With Quim Gutiérrez, Jose Coronado, Marta Etura, Leticia Dolera",2013
Let Us Prey ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,12-Jun-15,Ireland,NOT RATED,5.7,92 min,"Directed by Brian O'Malley. With Liam Cunningham, Pollyanna McIntosh, Bryan Larkin, Hanna Stanbridge. Held in a remote police station, a mysterious stranger takes over the minds and souls of everyone inside.",Liam Cunningham|Pollyanna McIntosh|Bryan Larkin|Hanna Stanbridge|Douglas Russell|Niall Greig Fulton|Jonathan Watson|Brian Vernel|James McCreadie|Sophie Stephanie Farmer|Andrew Parker|Holly Beattie|Katie Gilbourne|Max McCarthy|Ellen Keaveney,English,Directed by Brian O'Malley," With Liam Cunningham, Pollyanna McIntosh, Bryan Larkin, Hanna Stanbridge"," Held in a remote police station, a mysterious stranger takes over the minds and souls of everyone inside"
